rank,title,brand,search_term,rating,no_of_reviews,year,month,day,hour,minute
153,"Chocolate Lucky Charms Cereal, 21.2 oz",Other,cold cereal,3.5,6,2015,12,7,20,32
154,"Kellogg's All-Bran Original Cereal, 18.3 Oz",Kellogg's,cold cereal,4.5,49,2015,12,7,20,32
155,"Cascadian Farm Organic Fruitful O's Cereal, 10.2 oz",Other,cold cereal,4.5,0,2015,12,7,20,32
156,"Arrowhead Mills Puffed Rice Cereal, 6 oz, (Pack of 12)",Other,cold cereal,5,5,2015,12,7,20,32
157,"General Mills Cinnamon Toast Crunch Cereal, 12.2 oz",Other,cold cereal,5,60,2015,12,7,20,32
158,"Kellogg's Corn Pops Cereal, 21.4 oz",Kellogg's,cold cereal,4.5,31,2015,12,7,20,32
159,"Lucky Charms Cereal, 11.5 oz",Other,cold cereal,5,110,2015,12,7,20,32
160,"Sunbelt Banana Nut w/Bananas & Almonds Granola Cereal, 16 Oz",Other,cold cereal,4,14,2015,12,7,20,32
161,"Kellogg's Cracklin Oat Bran Cereal, 17 Oz",Kellogg's,cold cereal,4.5,19,2015,12,7,20,32
162,"Wild Oats Marketplace Organic Honey Nut Toasted Oats Cereal, 12.25 oz",Other,cold cereal,5,2,2015,12,7,20,32
163,"Cascadian Farm Organic Purely O's Cereal, 8.6 oz",Other,cold cereal,5,0,2015,12,7,20,32
164,"Malt-O-Meal Raisin Bran Cereal, 32.5 Oz",Other,cold cereal,4.5,31,2015,12,7,20,32
165,"Kellogg's Krave S'Mores Cereal, 11 oz",Kellogg's,cold cereal,4.5,13,2015,12,7,20,32
166,"Cheerios Gluten Free Cereal, 12 oz",Cheerios,cold cereal,5,40,2015,12,7,20,32
167,"Malt-O-Meal Honey & Oat Blenders Sweetened Corn & Wheat Flakes Cereal, 36 Oz",Other,cold cereal,4.5,8,2015,12,7,20,32
168,"Quisp Crunchy Corn Cereal, 8.5 oz, (Pack of 12)",Other,cold cereal,5,91,2015,12,7,20,32
169,"Cream Of Wheat Hot Cereal Maple Brown Sugar Instant 10 Ct, 12.5 oz",Other,cold cereal,4.5,19,2015,12,7,20,32
170,"Malt-O-Meal S'mores Cereal, 33 oz",Other,cold cereal,5,5,2015,12,7,20,32
171,"Great Grains Cranberry Almond Crunch Cereal, 14 oz",Other,cold cereal,4.5,21,2015,12,7,20,32
172,"Honey Nut Cheerios Gluten Free Cereal, 21.6 oz",Cheerios,cold cereal,5,186,2015,12,7,20,32
173,"Post Grape-Nuts the Original Cereal, 20.5 oz",Post,cold cereal,4.5,7,2015,12,7,20,32
174,"Honey Nut Cheerios Medley Crunch Cereal, 22.5 oz",Cheerios,cold cereal,4.5,40,2015,12,7,20,32
175,"Kellogg's Special K Apple Cinnamon Crunch Cereal, 12.4 oz",Kellogg's,cold cereal,4,1,2015,12,7,20,32
176,"Post Shredded Wheat Honey Nut Spoon Size Cereal, 20 oz",Post,cold cereal,5,11,2015,12,7,20,32
177,"Kellogg's Cocoa Krispies Cereal, 20.5 oz",Kellogg's,cold cereal,4.5,3,2015,12,7,20,32
178,"French Toast Crunch Cereal, 11.6 oz",Other,cold cereal,4.5,33,2015,12,7,20,32
179,"Malt-O-Meal Strawberry Cream Mini Spooners Sweetened Whole Grain Wheat Cereal, 36 oz",Other,cold cereal,5,19,2015,12,7,20,32
180,"Cheerios Fruity Cereal, 12 oz",Cheerios,cold cereal,4.5,29,2015,12,7,20,32
181,"Quaker Cap'n Crunch Peanut Butter Crunch Cereal, 17.1 oz",Other,cold cereal,4.5,9,2015,12,7,20,32
182,"Chocolate Cheerios Cereal, 22 oz",Cheerios,cold cereal,4.5,30,2015,12,7,20,32
183,"Cheerios Protein Oats ; Honey Cereal, 14.1 oz",Cheerios,cold cereal,4.5,25,2015,12,7,20,32
184,"Great Value Corn Flakes Cereal, 18 oz",Other,cold cereal,4,19,2015,12,7,20,32
185,"Malt-O-Meal Raisin Bran Clusters Cereal, 40 oz",Other,cold cereal,4,0,2015,12,7,20,32
186,"Lucky Charms Cereal, 16 oz, 2 count",Other,cold cereal,4,1,2015,12,7,20,32
187,"Kellogg's Assorted Cereal Variety Pack, 10 count, 9.63 oz",Kellogg's,cold cereal,4,0,2015,12,7,20,32
188,"Fiber One Lightly Sweetened Wheat & Bran Flakes Cereal, 17.25 Oz",Other,cold cereal,4.5,16,2015,12,7,20,32
189,"Great Value Toasted Wheat Cereal, 14 oz",Other,cold cereal,5,10,2015,12,7,20,32
190,"Cheerios Chocolate Cereal, 11.25 oz",Cheerios,cold cereal,4.5,30,2015,12,7,20,32
191,"Malt-O-Meal Frosted Mini Spooners Cereal, 27 oz",Other,cold cereal,4.5,0,2015,12,7,20,32
192,"Vanilla Chex Cereal, 12.1 oz",Other,cold cereal,4,12,2015,12,7,20,32
193,"Post Cocoa Pebbles Cereal, 20.5 oz",Post,cold cereal,4,7,2015,12,7,20,32
194,"Lucky Charms Frosted Toasted Oat Cereal With Marshmallows Cereal, 1 lb",Other,cold cereal,5,110,2015,12,7,20,32
195,"Kellogg's Raisin Bran Cereal with Cranberries, 13.5 oz",Kellogg's,cold cereal,4.5,17,2015,12,7,20,32
196,"Cap'n Crunch's Sprinkled Donut Crunch Cereal, 17.3 oz",Other,cold cereal,4.5,7,2015,12,7,20,32
197,"Multi Grain Cheerios Dark Chocolate Crunch Cereal, 12.1 oz",Cheerios,cold cereal,5,17,2015,12,7,20,32
198,"Post Shredded Wheat Original Spoon Size Cereal, 16.4 oz",Post,cold cereal,5,0,2015,12,7,20,32
199,"Trix Cereal, 14.8 oz",Other,cold cereal,4.5,18,2015,12,7,20,32
200,"Malt-O-Meal Peanut Butter Cups Cereal, 36 oz",Other,cold cereal,5,1,2015,12,7,20,32
201,"Post Honey Bunches Of Oats Cereal With Real Strawberries, 13 oz",Post,cold cereal,5,3,2015,12,7,20,32
202,"Post Honey Bunches Of Oats Cereal With Almonds, 14.5 oz",Post,cold cereal,5,15,2015,12,7,20,32
203,"Multi Grain Cheerios Peanut Butter Cereal, 18.8 oz",Cheerios,cold cereal,5,14,2015,12,7,20,32
204,"Kellogg's Disney Frozen Cereal, 8.4 oz",Kellogg's,cold cereal,4,10,2015,12,7,20,32
205,"Quaker Cap'n Crunch Crunch Berries Cereal, 18.7 oz",Other,cold cereal,4.5,24,2015,12,7,20,32
206,"Kellogg's Krave Chocolate Cereal, 11.4 oz",Kellogg's,cold cereal,4.5,9,2015,12,7,20,32
207,"Cheerios Multi Grain Peanut Butter Cereal, 11.3 oz",Cheerios,cold cereal,5,14,2015,12,7,20,32
208,"Great Value Shredded Wheat Cereal, 16.4 oz",Other,cold cereal,4,1,2015,12,7,20,32
209,"Banana Nut Cheerios Cereal, 10.9 oz",Cheerios,cold cereal,4.5,33,2015,12,7,20,32
210,"Post Cocoa Pebbles Cereal, 40 oz Bag",Post,cold cereal,5,16,2015,12,7,20,32
211,"Van's Cinnamon Heaven Gluten Free Cereal, 11 oz",Other,cold cereal,4.5,9,2015,12,7,20,32
212,"Great Value Apple Blasts Cereal, 17 oz",Other,cold cereal,3.5,3,2015,12,7,20,32
213,"Great Value Strawberry Awake Cereal, 11.2 oz",Other,cold cereal,4,4,2015,12,7,20,32
214,"Post Honey Bunches of Oats Cereal With Vanilla Bunches, 18 oz",Post,cold cereal,5,8,2015,12,7,20,32
215,"Total Raisin Bran Cereal, 18.25 oz",Other,cold cereal,4.5,12,2015,12,7,20,32
216,"Cap'n Crunch's Crunch Berries Cereal, 13 oz",Other,cold cereal,5,21,2015,12,7,20,32
217,"Kellogg's Frosted Flakes Cereal, 15 oz",Kellogg's,cold cereal,4.5,117,2015,12,7,20,32
218,"Kashi 7 Whole Grain Nuggets Cereal, 20 oz (Pack of 12)",Kashi,cold cereal,5,1,2015,12,7,20,32
219,"Cap'n Crunch Sweetened Corn & Oat Cereal, 28 oz",Other,cold cereal,4.5,22,2015,12,7,20,32
220,"Quaker Life Original Multigrain Cereal, 21.6 oz",Other,cold cereal,4.5,0,2015,12,7,20,32
221,"Chocolate Toast Crunch Cereal, 12.7 oz",Other,cold cereal,3.5,11,2015,12,7,20,32
222,"Cap'n Crunch's Crunch Berries Sweetened Corn & Oat Cereal, 40 oz",Other,cold cereal,5,1,2015,12,7,20,32
223,"Apple Cinnamon Cheerios Gluten Free Cereal, 12.9 oz",Cheerios,cold cereal,4.5,13,2015,12,7,20,32
224,"Post Honey-Comb Cereal, 12.5 oz",Post,cold cereal,5,9,2015,12,7,20,32
225,"Kellogg's Cocoa Krispies Cereal, 15.5 oz",Kellogg's,cold cereal,4.5,11,2015,12,7,20,32
226,"Post Fruity Pebbles Cereal, 11 oz",Post,cold cereal,5,7,2015,12,7,20,32
227,"Cap'n Crunch's Oops! All Berries Cereal, 21.3 oz",Other,cold cereal,5,0,2015,12,7,20,32
228,"Kellogg's Frosted Mini-Wheats Blueberry Whole Grain Cereal, 21 oz",Kellogg's,cold cereal,4.5,24,2015,12,7,20,32
229,"Uncle Sam Original Cereal, 10 oz (Pack of 12)",Other,cold cereal,5,6,2015,12,7,20,32
230,"Kashi GoLean Crunch! Honey Almond Flax Cereal, 14 oz",Kashi,cold cereal,4,17,2015,12,7,20,32
231,"Malt-O-Meal Chocolate Marshmallow Mateys Cereal, 33.5 oz",Other,cold cereal,4.5,10,2015,12,7,20,32
232,"Honey Bunches of Oats Honey Roasted Cereal, 14.5 oz",Other,cold cereal,5,6,2015,12,7,20,32
233,"Cap'n Crunch Sweetened Corn & Oat Cereal, 40 oz",Other,cold cereal,5,3,2015,12,7,20,32
234,"Kellogg's Rocky Mountain Chocolate Factory Chocolatey Almond Cereal, 11.5 oz",Kellogg's,cold cereal,4.5,16,2015,12,7,20,32
235,"Quaker Cap'n Crunch Peanut Butter Crunch Cereal, 12.5 oz",Other,cold cereal,5,8,2015,12,7,20,32
236,"Malt-O-Meal Apple Zings Cereal, 25.5 oz",Other,cold cereal,4.5,11,2015,12,7,20,32
237,"Cap'n Crunch's Caramel Popcorn Crunch Sweetened Corn & Oat Cereal, 16.2 oz",Other,cold cereal,4,1,2015,12,7,20,32
238,"Kellogg's Frosted Mini-Wheats Strawberry Whole Grain Cereal, 21 oz",Kellogg's,cold cereal,4.5,12,2015,12,7,20,32
239,"Honey Nut Cheerios Medley Crunch Cereal, 13.1 oz",Cheerios,cold cereal,4.5,40,2015,12,7,20,32
240,"Malt-O-Meal Coco Roos Cereal, 38 oz",Other,cold cereal,4,9,2015,12,7,20,32
241,"Kix Berry Berry Corn Cereal, 12 oz",Other,cold cereal,5,11,2015,12,7,20,32
242,"Cheerios Gluten Free Cereal, 8.9 oz",Cheerios,cold cereal,4.5,45,2015,12,7,20,32
243,"Cocoa Pebbles Cereal, 11 oz",Other,cold cereal,5,2,2015,12,7,20,32
244,"Honey Nut Cheerios Gluten Free Cereal, 17 oz",Cheerios,cold cereal,5,207,2015,12,7,20,32
245,"Kellogg's Frosted Mini-Wheats Little Bites Chocolate Cereal, 15.2 oz",Kellogg's,cold cereal,4.5,12,2015,12,7,20,32
246,"Kellogg's Frosted Mini-Wheats Bite Size Cereal, 18 oz",Kellogg's,cold cereal,4.5,19,2015,12,7,20,32
247,"Multi Grain Cheerios Gluten Free Cereal, 9 oz",Cheerios,cold cereal,5,18,2015,12,7,20,32
248,"Kellogg's Special K Oats & Honey Cereal, 13.1 oz",Kellogg's,cold cereal,5,52,2015,12,7,20,32
249,"Kellogg's Frosted Flakes Chocolate Cereal, 14.7 oz",Kellogg's,cold cereal,5,4,2015,12,7,20,32
250,"Malt-O-Meal Corn Bursts Cereal, 37.5 oz",Other,cold cereal,5,2,2015,12,7,20,32
251,"Kellogg's Special K Vanilla Almond Cereal, 12.4 oz",Kellogg's,cold cereal,5,86,2015,12,7,20,32
252,"Chex Clusters Fruit & Oats Cereal, 13.4 oz",Other,cold cereal,5,1,2015,12,7,20,32
253,"Nutritious Living Hi Lo Vanilla Almond Cereal, 10 oz (Pack of 6)",Other,cold cereal,5,1,2015,12,7,20,32
254,"Cap'n Crunch Oops! All Berries Cereal, 15.4 oz",Other,cold cereal,4.5,10,2015,12,7,20,32
255,"Malt-O-Meal Golden Puffs Cereal, 23 oz",Other,cold cereal,4.5,9,2015,12,7,20,32
256,"Kellogg's Froot Loops Bloopers Cereal, 9.3 oz",Kellogg's,cold cereal,5,7,2015,12,7,20,32
257,"Kellogg's Frosted Mini-Wheats Maple Brown Sugar Whole Grain Cereal, 21 oz",Kellogg's,cold cereal,4.5,5,2015,12,7,20,32
258,"Post Alpha-Bits Multigrain Cereal, 12 oz",Post,cold cereal,4.5,11,2015,12,7,20,32
259,"Cinnamon Toast Crunch Cereal, 16.2 oz",Other,cold cereal,4.5,34,2015,12,7,20,32
260,"Kellogg's Special K Chocolatey Strawberry Cereal, 14.5 oz",Kellogg's,cold cereal,4.5,73,2015,12,7,20,32
261,"Erewhon Gluten Free Crispy Brown Rice 100% Whole Grain Cereal, 10 oz (Pack of 12)",Other,cold cereal,3.5,3,2015,12,7,20,32
262,"Kellogg's Original Special K Cereal, 12 oz",Kellogg's,cold cereal,5,108,2015,12,7,20,32
263,"Kellogg's Froot Loops Cereal, 8.7 oz",Kellogg's,cold cereal,5,0,2015,12,7,20,32
264,"Kellogg's Assorted Cereal Fun Pack, 8 ct",Kellogg's,cold cereal,5,11,2015,12,7,20,32
265,"Kellogg's Special K Cinnamon Pecan Cereal, 12.1 oz",Kellogg's,cold cereal,5,94,2015,12,7,20,32
266,"Malt-O-Meal Honey Graham Squares Cereal, 33 Oz",Other,cold cereal,4.5,19,2015,12,7,20,32
267,"Bob's Red Mill Oat Bran Hot Cereal, 18 oz, (Pack of 4)",Other,cold cereal,5,5,2015,12,7,20,32
268,"Honey Nut Cheerios Cereal Cups, 6ct",Cheerios,cold cereal,3.5,3,2015,12,7,20,32
269,"Kellogg's Honey Smacks Cereal, 15.3 oz",Kellogg's,cold cereal,4.5,14,2015,12,7,20,32
270,"General Mills Cookie Crisp Chocolate Chip Cookies And Milk Cereal, 11.25 oz",Other,cold cereal,4.5,18,2015,12,7,20,32
271,"Golden Grahams Honey Graham Cereal, 12 oz",Other,cold cereal,5,34,2015,12,7,20,32
272,"Barbara's Original High Fiber Cereal, 12 oz (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
273,"Kellogg's Raisin Bran Cereal, 14.3 oz",Kellogg's,cold cereal,4.5,9,2015,12,7,20,32
274,"Nutritious Living Hi-Lo Original Flavor Cereal, 12 oz (Pack of 6)",Other,cold cereal,5,5,2015,12,7,20,32
275,"Hershey's Cookies 'n' Creme Cereal, 10.9 oz",Other,cold cereal,4,12,2015,12,7,20,32
276,"Kellogg's Frosted Mini-Wheats Little Bites Original Cereal, 15.2 oz",Kellogg's,cold cereal,5,14,2015,12,7,20,32
277,"Kellogg's Frosted Mini-Wheats Pumpkin Spice Cereal, 15.5 oz",Kellogg's,cold cereal,5,0,2015,12,7,20,32
278,"Kellogg's Apple Jacks with Marshmallows Cereal, 12.6 oz",Kellogg's,cold cereal,4.5,11,2015,12,7,20,32
279,"Cascadian Farm Organic Honey Oat Crunch Cereal, 13.5 oz",Other,cold cereal,4.5,0,2015,12,7,20,32
280,"Arrowhead Mills Puffed Wheat Cereal, 6 oz (Pack of 12)",Other,cold cereal,3.5,3,2015,12,7,20,32
281,"Kellogg's Frosted Flakes Cereal, 10.5 oz",Kellogg's,cold cereal,4.5,117,2015,12,7,20,32
282,"Cheerios + Ancient Grains Cereal, 11.6 oz",Cheerios,cold cereal,4.5,38,2015,12,7,20,32
283,"General Mills Basic 4 Cereal, 16 oz",Other,cold cereal,4.5,27,2015,12,7,20,32
284,"Kellogg's All-Bran Complete Wheat Flakes Cereal, 18 oz",Kellogg's,cold cereal,4.5,0,2015,12,7,20,32
285,"Cocoa Puffs Cereal, 16.5 oz",Other,cold cereal,5,3,2015,12,7,20,32
286,"Great Value Cinnamon Crunchy Oat Squares Cereal, 18 oz",Other,cold cereal,5,0,2015,12,7,20,32
287,"Cascadian Farm Organic Purely O's Cereal, 8.6 oz, (Pack of 12)",Other,cold cereal,5,0,2015,12,7,20,32
288,"DreamWorks Madagascar Smores Jungle Party Cereal, 14.5 oz",Other,cold cereal,5,7,2015,12,7,20,32
289,"General Mills Crunchy Almond Oatmeal Crisp Cereal, 17 oz",Other,cold cereal,5,16,2015,12,7,20,32
290,"Health Valley Organic Oat Bran Flakes Cereal, 12.65 oz (Pack of 6)",Other,cold cereal,4,4,2015,12,7,20,32
291,"Weetabix Whole Grain Cereal, 14 oz, (Pack of 12)",Other,cold cereal,5,1,2015,12,7,20,32
292,"Kellogg's Corn Pops Cereal, 17.2 oz",Kellogg's,cold cereal,4.5,31,2015,12,7,20,32
293,"Ezekiel 4:9 Whole Grain Cereal, 16 oz (Pack of 6)",Other,cold cereal,5,2,2015,12,7,20,32
294,"Bob's Red Mill Muesli Cereal, 16 oz, (Pack of 4)",Other,cold cereal,4.5,4,2015,12,7,20,32
295,"Kellogg's Origins Ancient Grains Granola Cranberry Almond with Pumpkin Seeds Cereal, 12.5 oz",Kellogg's,cold cereal,4.5,0,2015,12,7,20,32
296,"Kellogg's Origins Ancient Grains Blend Cereal, 11.8 oz",Kellogg's,cold cereal,4.5,0,2015,12,7,20,32
297,"Kellogg's Origins Fruit & Seed Muesli Raisin Apricot Cranberry with Pumpkin Seeds Cereal, 14.1 oz",Kellogg's,cold cereal,4.5,0,2015,12,7,20,32
298,"Kellogg's Frosted Flakes with Energy Clusters Cereal, 12.1 oz",Kellogg's,cold cereal,4.5,0,2015,12,7,20,32
299,"Life Cinnamon Cereal, 21.6 oz",Other,cold cereal,4.5,0,2015,12,7,20,32
300,"Post Honey Graham Oh's Cereal, 10.5 oz",Post,cold cereal,5,10,2015,12,7,20,32
301,"Barbara's Vanilla Almond Shredded Oats Cereal, 14 oz (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
302,"General Millls Cookie Crisp Chocolate Chip Cookies Cereal, 15.6 oz",Other,cold cereal,4.5,18,2015,12,7,20,32
303,"Great Value Vanilla Almond Awake Cereal, 12.4 oz",Other,cold cereal,4.5,0,2015,12,7,20,32
304,"Ezekiel 4:9 Almond Sprouted Whole Grain Cereal, 16 oz, (Pack of 6)",Other,cold cereal,4,1,2015,12,7,20,32
305,"Kellogg's Good Food To Go! Raisin Bran Crunch Cereal Cups, 6ct",Kellogg's,cold cereal,5,1,2015,12,7,20,32
306,"Malt-O-Meal Coco Dyno-Bites Cereal, 22.5 oz",Other,cold cereal,5,4,2015,12,7,20,32
307,"Arrowhead Mills Puffed Kamut Cereal, 170 g (Pack of 12)",Other,cold cereal,5,0,2015,12,7,20,32
308,"Malt-O-Meal Scooters Cereal, 36 oz",Other,cold cereal,5,0,2015,12,7,20,32
309,"Malt-O-Meal Cocoa Dyno-Bites with Marshmallow Cereal, 38 oz",Other,cold cereal,5,2,2015,12,7,20,32
310,"Dora the Explorer Lightly Sweetened Cinnamon Corn Puffs Cereal, 18 oz",Other,cold cereal,5,0,2015,12,7,20,32
311,"Kellogg's Origins Ancient Grains Granola Raisin Apple Cereal, 12.5 oz",Kellogg's,cold cereal,5,0,2015,12,7,20,32
312,"Post Fruity Pebbles Seasoned Rice Cereal, 15 oz",Post,cold cereal,5,7,2015,12,7,20,32
313,"Kellogg's Apple Jacks Cereal, 12.2 oz",Kellogg's,cold cereal,4.5,53,2015,12,7,20,32
314,"Dorset Cereals Berries & Cherries Muesli, 11.46 oz, (Pack of 5)",Other,cold cereal,4.5,0,2015,12,7,20,32
315,"Malt-O-Meal Fruity Dyno-Bites with Marshmallows Cereal, 38 oz",Other,cold cereal,4.5,0,2015,12,7,20,32
316,"Nature's Path Organic Heritage Flakes Cereal, 13.25 oz, (Pack of 6)",Other,cold cereal,5,2,2015,12,7,20,32
317,"Kellogg's Apple Jacks Cereal, 17 oz",Kellogg's,cold cereal,4.5,53,2015,12,7,20,32
318,"Skinner's Raisin Bran Cereal, 13 oz (Pack of 12)",Other,cold cereal,4.5,0,2015,12,7,20,32
319,"Arrowhead Mills Puffed Corn Cereal, 6 oz, (Pack of 12)",Other,cold cereal,5,1,2015,12,7,20,32
320,"Reese's Puffs Cereal, 18 oz",Other,cold cereal,4.5,19,2015,12,7,20,32
321,"Malt-O-Meal Colossal Crunch Cereal, 38.5 oz",Other,cold cereal,4.5,0,2015,12,7,20,32
322,"Nature's Path Organic Optimum Slim Low Fat Vanilla Cereal, 14 oz, (Pack of 6)",Other,cold cereal,4.5,0,2015,12,7,20,32
323,"Heartland Granola Raisin Cereal, 16 oz (Pack of 6)",Other,cold cereal,4.5,0,2015,12,7,20,32
324,"DreamWorks Penguins of Madagascar Operation Chocolate Mix Cereal, 14.5 oz",Other,cold cereal,5,1,2015,12,7,20,32
325,"Life Original Multigrain Cereal, 2.29 oz",Other,cold cereal,5,0,2015,12,7,20,32
326,"Mother's Peanut Butter Bumpers Crunchy Corn Cereal, 12.3 oz, (Pack of 7)",Other,cold cereal,5,1,2015,12,7,20,32
327,"Malt-O-Meal Marshmallow Mateys Cereal, 24 oz",Other,cold cereal,5,0,2015,12,7,20,32
328,"Envirokidz Organic Amazon Frosted Flakes Cereal, 14 oz (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
329,"Chocolate Toast Crunch Cereal, 21.5 oz",Other,cold cereal,5,0,2015,12,7,20,32
330,"Post Cocoa Pebbles Cereal, 15 oz",Post,cold cereal,5,2,2015,12,7,20,32
331,"Malt-O-Meal Corn Flakes Cereal, 18 oz",Other,cold cereal,5,0,2015,12,7,20,32
332,"Reese's Puffs Cereal, 13 oz",Other,cold cereal,4.5,19,2015,12,7,20,32
333,"Nature's Path Organic Optimum Power Blueberry Cinnamon Flax Cereal, 14 oz, (Pack of 6)",Other,cold cereal,5,2,2015,12,7,20,32
334,"Weight Watchers Frosted Shredded Wheat with Protein Cereal, 15.5 oz",Other,cold cereal,5,2,2015,12,7,20,32
335,"Peace Cereal Mango Peach Passion Cereal, 10 oz (Pack of 6)",Other,cold cereal,5,1,2015,12,7,20,32
336,"Weight Watchers Oat Clusters with Cherries & Almonds Cereal, 14 oz",Other,cold cereal,5,1,2015,12,7,20,32
337,"Kellogg's All-Bran Original Cereal, 18.3 oz, (Pack of 12)",Kellogg's,cold cereal,5,1,2015,12,7,20,32
338,"Weight Watchers Oat Clusters with Almonds Cereal, 14 oz",Other,cold cereal,5,0,2015,12,7,20,32
339,"Kellogg's Origins Fruit & Nut Blend Cranberry Walnut Cereal, 12.9 oz",Kellogg's,cold cereal,5,0,2015,12,7,20,32
340,"Kashi Organic Promise Autumn Wheat Whole Wheat Biscuits Cereal, 16.3 oz, (Pack of 12)",Kashi,cold cereal,5,0,2015,12,7,20,32
341,"Malt-O-Meal Cinnamon Toasters Cereal, 24.3 oz",Other,cold cereal,5,0,2015,12,7,20,32
342,"Kellogg's Good Food To Go! Frosted Mini Wheats Cereal Cups, 6ct",Kellogg's,cold cereal,1,1,2015,12,7,20,32
343,"Kashi Organic Promise Simply Maize Cereal, 10.5 oz",Kashi,cold cereal,1,0,2015,12,7,20,32
344,"Kellogg's Corn Pops Cereal, 12.5 oz",Kellogg's,cold cereal,4.5,31,2015,12,7,20,32
345,"Kellogg's Corn Flakes Cereal, 36 oz, (Pack of 6)",Kellogg's,cold cereal,4.5,0,2015,12,7,20,32
346,"Weight Watchers Whole Grain Honey Nut Toasted Oats Cereal, 12.3 oz",Other,cold cereal,4.5,0,2015,12,7,20,32
347,"Kellogg's Special K Cranberry Granola Cereal, 10.6 oz",Kellogg's,cold cereal,4.5,0,2015,12,7,20,32
348,"Nature's Path Flax Plus Pumpkin Raisin Crunch Cereal, 12.35 oz (Pack of 6)",Other,cold cereal,5,1,2015,12,7,20,32
349,"Multi Grain Cheerios Gluten Free Cereal, 12 oz",Cheerios,cold cereal,5,10,2015,12,7,20,32
350,"Bob's Red Mill Gluten Free Mighty Tasty Hot Cereal, 24 oz, (Pack of 4)",Other,cold cereal,4,2,2015,12,7,20,32
351,"Malt-O-Meal Fruity Dyno-Bites Cereal, 22.5 oz",Other,cold cereal,4.5,2,2015,12,7,20,32
352,"Malt-O-Meal Frosted Flakes Cereal, 28.5 oz",Other,cold cereal,5,1,2015,12,7,20,32
353,"Kellogg's Frosted Flakes Cereal, 15 oz, (Pack of 3)",Kellogg's,cold cereal,5,0,2015,12,7,20,32
354,"Post Honey Bunches of Oats Whole Grain Honey Crunch Cereal, 18 oz",Post,cold cereal,5,0,2015,12,7,20,32
355,"Post Bite Size Shredded Wheat Crunch! Cereal, 18.25 oz",Post,cold cereal,3.5,3,2015,12,7,20,32
356,"Golden Grahams Honey Graham Cereal, 16 oz",Other,cold cereal,5,34,2015,12,7,20,32
357,"Kellogg's Froot Loops Cereal, 12.2 oz, (Pack of 16)",Kellogg's,cold cereal,5,0,2015,12,7,20,32
358,"Kellogg's Frosted Mini-Wheats Maple Brown Sugar Cereal, 15.5 oz",Kellogg's,cold cereal,4,4,2015,12,7,20,32
359,"DreamWorks Shrek Ogre O's Cereal, 13 oz",Other,cold cereal,4,0,2015,12,7,20,32
360,"Kellogg's Rice Krispies Cereal, 12 oz, (Pack of 14)",Kellogg's,cold cereal,4,0,2015,12,7,20,32
361,"Malt-O-Meal Mini Spooners Frosted Whole Grain Wheat Cereal, 18 oz",Other,cold cereal,4.5,7,2015,12,7,20,32
362,"Kashi 7 Whole Grain Puffs Cereal, 6.5 oz, (Pack of 10)",Kashi,cold cereal,4.5,0,2015,12,7,20,32
363,"Kellogg's Raisin Bran Cereal, 18.7 oz, (Pack of 12)",Kellogg's,cold cereal,4.5,0,2015,12,7,20,32
364,"Eden Organic Muesli Cereal, 17.6 oz, (Pack of 3)",Other,cold cereal,4.5,0,2015,12,7,20,32
365,"Cinnamon Toast Crunch Cereal Cups, 6ct",Other,cold cereal,5,1,2015,12,7,20,32
366,"Kashi Golean Crunch Cereal Cup, 2.3 oz (Pack of 12)",Kashi,cold cereal,5,0,2015,12,7,20,32
367,"Kellogg's Raisin Bran Crunch Cereal, 18.2 oz, (Pack of 12)",Kellogg's,cold cereal,5,0,2015,12,7,20,32
368,"Eden Cinnamon Organic Muesli Cereal, 17.6 oz, (Pack of 3)",Other,cold cereal,5,0,2015,12,7,20,32
369,"Alpen Dark Chocolate Muesli Cereal, 11.8 oz, (Pack of 12)",Other,cold cereal,5,0,2015,12,7,20,32
370,"Nature's Path Organic Millet Rice Cereal With Oatbran, 32 oz (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
371,"en Free Selections Sunrise Crunchy Honey Cereal, 10.6 oz (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
372,"Honey Nut Cheerios Cereal, 17 oz, 2 ct",Cheerios,cold cereal,5,0,2015,12,7,20,32
373,"Nature's Path Organic Gluten Free Selections Sunrise Crunchy Cinnamon Cereal, 10.6 oz, (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
374,"Nature's Path Organic Maple Pecan Flax Cereal, 11.5 oz (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
375,"Kellogg's Frosted Mini-Wheats Original Cereal, 18 oz, (Pack of 16)",Kellogg's,cold cereal,5,0,2015,12,7,20,32
376,"Kashi GoLean Cereal, 1.6 oz, (Pack of 12)",Kashi,cold cereal,5,0,2015,12,7,20,32
377,"DreamWorks Dragons Dragon Adventure Crunch Cereal, 13 oz",Other,cold cereal,5,0,2015,12,7,20,32
378,"Kellogg's Frosted Flakes Cereal, 15 oz, (Pack of 16",Kellogg's,cold cereal,5,0,2015,12,7,20,32
379,"One Degree Organic Foods Veganic Sprouted Ancient Grain Flakes Cereal, 12 oz, (Pack of 6)",Other,cold cereal,5,0,2015,12,7,20,32
